PuntoID,Lat,Lon
115,42.5226773311101,-2.63899101716206
116,42.5132083962574,-2.63986191642157
117,42.4936607420764,-2.65257846513874
118,42.4835820227482,-2.66442411459641
119,42.4703469918024,-2.67656006380724
120,42.4637294763295,-2.68262803841266
121,42.4571119608566,-2.68869601301808
122,42.4504944453837,-2.6947639876235
123,42.4341031028203,-2.7071902365875
124,42.4258537369184,-2.6861116354507
125,42.4226974253008,-2.68640193520387
126,42.413228490448,-2.68727283446338
127,42.4037595555953,-2.68814373372289
128,42.3977518245978,-2.68323695813015
129,42.3964248664065,-2.65060300728885
130,42.397949327595,-2.62316613179346
131,42.3997786810213,-2.59024188119899
132,42.3975370461169,-2.57407005565493
133,42.3792089608868,-2.56483710397579
134,42.3798187453622,-2.55386235377763
135,42.3807334220753,-2.5374002284804
136,42.3693277445558,-2.51661192709676
137,42.3576171747986,-2.50131100081221
138,42.3459066050414,-2.48601007452765
139,42.3474310662299,-2.45857319903226
140,42.3521118390361,-2.4308460237837
141,42.3444722576096,-2.39879267244874
142,42.33591799947,-2.38320144641102
143,42.3172850220021,-2.37945586983096
144,42.3046597755318,-2.38061706884364
145,42.29355899025,-2.35434139236093
146,42.2827630972059,-2.32257834077914
147,42.2739039468285,-2.31247448984049
148,42.258732173216,-2.30295123840818
149,42.2599517421669,-2.28100173801187
150,42.2473264956965,-2.28216293702455
151,42.2059895524301,-2.29142420891484
152,42.2166780562337,-2.26860380925901
153,42.2503754180736,-2.22728918603377
154,42.2538366219289,-2.22151151118152
155,42.2746038450608,-2.18684546206803
156,42.2792846178669,-2.15911828681947
157,42.2596295744455,-2.11725138429904
158,42.2542316279234,-2.10136985850814
159,42.2352937582179,-2.10311165702716
160,42.1974180188068,-2.1065952540652
161,42.163003483251,-2.10430117625099
162,42.1556687940622,-2.06676044981695
163,42.1524050932042,-2.01246729833251
164,42.1530148776796,-2.00149254813435
165,42.1551491233436,-1.96308092244081
166,42.1679718728112,-1.90184889709144
167,42.1909807308475,-1.88335467352202
168,42.1701061184752,-1.86343727139789
169,42.1737648253278,-1.79758877020896
170,42.1765088554672,-1.74820239431725
171,42.1925953057929,-1.74126352045233
172,42.2348469257724,-1.71554012326481
173,42.2506284838604,-1.71408862449896
174,42.2689565690905,-1.72332157617809
175,42.2809720310854,-1.73313512736357
176,42.2895262892251,-1.7487263534013
177,42.2794475698969,-1.76057200285896
178,42.2621415506203,-1.7894603771202
179,42.2514530468167,-1.81228077677602
180,42.2562412088633,-1.83913705276507
181,42.2578730592924,-1.8662836285073
182,42.2834284444708,-1.85847385538286
183,42.2975781521297,-1.82987578087479
184,42.3431835867241,-1.74379125759741
185,42.3421615207705,-1.70566993165703
186,42.3272946393957,-1.69065930512565
187,42.3410320655765,-1.61296515447905
188,42.3500887189511,-1.562998179081
189,42.3678070197058,-1.5832058809583
190,42.3855253204605,-1.60341358283559
191,42.4199398560163,-1.6057076606498
192,42.4331748869621,-1.59357171143897
193,42.4463025286674,-1.52685231099052
194,42.4829586991276,-1.54531821434879
195,42.4927325262181,-1.53895993999021
196,42.5185928036343,-1.52566279176669
197,42.5425163383837,-1.49070644290004
198,42.5996348397381,-1.4799936722439
199,42.6406668907668,-1.47621977545269
200,42.6513553945704,-1.45339937579687
201,42.6569508440897,-1.40921007525108
202,42.6565385626115,-1.36011399911254
203,42.6788302469319,-1.29801107450367
204,42.6989876855883,-1.27431977558834
205,42.7080443389629,-1.22435280019029
206,42.7623114209374,-1.20844295418825
207,42.7796174402139,-1.17955457992701
208,42.7991650943949,-1.16683803120984
209,42.8227837369066,-1.13736905744226
210,42.8369334445656,-1.10877098293419
211,42.8583104521728,-1.06313018362254
212,42.8759213636871,-1.02875443426223
213,42.8971008682971,-1.04318446128727
214,42.9255076728554,-1.04057176350875
215,42.9384378115635,-1.03392318939699
216,42.9740719160701,-1.01426776681489
217,42.9740719160701,-1.01426776681489
218,42.9762061617341,-0.975856141121339
219,42.984957922871,-0.931376540822375
220,43.0132573381889,-0.874180391806236
221,43.0434934961735,-0.838643443433239
222,43.0892063200083,-0.807142371393472
223,43.1132372439982,-0.826769473764426
224,43.1217915021378,-0.842360699802151
